# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 4.2484700220 	 	 0.0154873086 	 	 0.0150927492
t0_p1              	 	 3.0413677800 	 	 0.0217611451 	 	 0.0215580244
mu_Lick            	 	 9.9785955919 	 	 0.9827967161 	 	 0.9809044534
K_p1               	 	 56.8555623026 	 	 1.2669463350 	 	 1.2746016874
sigma_w_Lick       	 	 0.0466727216 	 	 0.5779150858 	 	 0.0431382723
