1354.1132042491 1.0016547441 0.0073958235 TESS
1354.1145931413 0.9974353313 0.0073894979 TESS
1354.1173709261 0.9875205159 0.0073895059 TESS
1354.1187598184 0.9966781139 0.0073936800 TESS
1354.1201487109 0.9931284785 0.0073853452 TESS
1354.1215376032 1.0011726618 0.0073938672 TESS
1354.1229264955 1.0051488876 0.0074041635 TESS
1354.1243153880 1.0077749491 0.0074014561 TESS
1354.1257042802 1.0101068020 0.0074066860 TESS
1354.1270931725 1.0003560781 0.0074041653 TESS
1354.1284820648 1.0045440197 0.0073938756 TESS
1354.1298709573 0.9938660264 0.0073900372 TESS
1354.1312598496 1.0063681602 0.0073970468 TESS
1354.1326487418 1.0079655647 0.0074010557 TESS
1354.1340376341 0.9935359955 0.0073898491 TESS
1354.1354265266 0.9975490570 0.0073950929 TESS
1354.1368154189 0.9982642531 0.0073934682 TESS
1354.1382043112 1.0058274269 0.0073951213 TESS
1354.1395932034 1.0136846304 0.0074075926 TESS
1354.1409820957 1.0068894625 0.0074001877 TESS
1354.1423709880 0.9940379262 0.0073797200 TESS
1354.1437598805 1.0072795153 0.0074052340 TESS
1354.1451487728 0.9945192933 0.0073829447 TESS
1354.1465376650 0.9888798594 0.0073799104 TESS
1354.1479265573 1.0008608103 0.0073934253 TESS
1354.1493154496 1.0140912533 0.0074023660 TESS
1354.1507043419 0.9821260571 0.0073781428 TESS
1354.1520932341 1.0051468611 0.0073940037 TESS
1354.1534821264 1.0004570484 0.0073953005 TESS
1354.1548710187 0.9992115498 0.0073888637 TESS
1354.1562599109 1.0030975342 0.0073911329 TESS
1354.1576488032 0.9974609017 0.0073872712 TESS
1354.1590376955 1.0030127764 0.0073966100 TESS
1354.1604265878 0.9931789637 0.0073798075 TESS
1354.1618154800 1.0055128336 0.0073907734 TESS
1354.1632043723 0.9894134998 0.0073760515 TESS
1354.1645932646 1.0008683205 0.0073868008 TESS
1354.1659821569 0.9905497432 0.0073852371 TESS
1354.1673710491 0.9948456287 0.0073816502 TESS
1354.1687599414 0.9931192398 0.0073879552 TESS
1354.1701488337 0.9975140691 0.0073846579 TESS
1354.1715377260 0.9963154197 0.0073909420 TESS
1354.1729266182 1.0002936125 0.0073970025 TESS
1354.1743155105 0.9975156188 0.0073879240 TESS
1354.1757044025 0.9950588942 0.0073822504 TESS
1354.1770932948 0.9965842962 0.0073905559 TESS
1354.1784821871 0.9954344630 0.0073861508 TESS
1354.1798710794 1.0034441948 0.0073891589 TESS
1354.1812599716 0.9892799258 0.0073797163 TESS
1354.1826488639 0.9982810020 0.0073941643 TESS
1354.1840377560 0.9935788512 0.0073798038 TESS
1354.1854266482 0.9958428741 0.0073949704 TESS
1354.1868155405 1.0012495518 0.0073823910 TESS
1354.1882044328 1.0036510229 0.0073893154 TESS
1354.1895933248 1.0097205639 0.0073967408 TESS
1354.1909822171 1.0108575821 0.0074040671 TESS
1354.1923711094 1.0009496212 0.0073992475 TESS
1354.1937600016 0.9837911129 0.0073784501 TESS
1354.1951488937 0.9919428825 0.0073780124 TESS
1354.1965377860 0.9959602356 0.0073874621 TESS
1354.1979266782 1.0003966093 0.0073905992 TESS
1354.1993155703 0.9919330478 0.0073808338 TESS
1354.2007044625 0.9841205478 0.0073825028 TESS
1354.2020933548 0.9984928370 0.0073860437 TESS
1354.2034822469 0.9932029247 0.0073854676 TESS
1354.2048711391 0.9852870107 0.0073789088 TESS
1354.2062600312 0.9946596622 0.0073783752 TESS
1354.2076489234 0.9972978830 0.0073829521 TESS
1354.2090378157 0.9939541817 0.0073753321 TESS
1354.2104267078 0.9965939522 0.0073899976 TESS
1354.2118156000 1.0090781450 0.0073932204 TESS
1354.2132044921 0.9924815893 0.0073884781 TESS
1354.2145933843 1.0050151348 0.0073917801 TESS
1354.2159822764 1.0021891594 0.0073921895 TESS
1354.2173711687 0.9898590446 0.0073789577 TESS
1354.2187600607 0.9938041568 0.0073826513 TESS
1354.2201489530 0.9995980859 0.0073822299 TESS
1354.2215378450 1.0109498501 0.0073900819 TESS
1354.2229267373 0.9965489507 0.0073903734 TESS
1354.2243156293 1.0115634203 0.0073964200 TESS
1354.2257045216 0.9834411144 0.0073801028 TESS
1354.2270934136 1.0008336306 0.0073857689 TESS
1354.2284823057 0.9942653775 0.0073848413 TESS
1354.2298711980 1.0001490116 0.0073910486 TESS
1354.2312600900 0.9918757081 0.0073795980 TESS
1354.2326489823 0.9983693361 0.0073934537 TESS
1354.2340378743 1.0084557533 0.0074026841 TESS
1354.2354267664 1.0061608553 0.0073917434 TESS
1354.2368156586 1.0169732571 0.0074010026 TESS
1354.2382045507 1.0091581345 0.0073927762 TESS
1354.2395934427 1.0020378828 0.0073861829 TESS
1354.2409823350 0.9923690557 0.0073776771 TESS
1354.2423712270 1.0032198429 0.0073857531 TESS
1354.2437601191 0.9888808727 0.0073778853 TESS
1354.2451490113 0.9928960800 0.0073837270 TESS
1354.2465379034 0.9930896759 0.0073865224 TESS
1354.2479267954 1.0044101477 0.0073828567 TESS
1354.2493156875 1.0058053732 0.0073936214 TESS
1354.2507045797 1.0040822029 0.0073914779 TESS
1354.2520934718 0.9962676167 0.0073797898 TESS
1354.2534823638 1.0029958487 0.0073879608 TESS
1354.2548712559 0.9981289506 0.0073766345 TESS
1354.2562601479 0.9977058172 0.0073863524 TESS
1354.2576490402 0.9983848929 0.0073778299 TESS
1354.2590379322 1.0021721125 0.0073839622 TESS
1354.2604268243 0.9985410571 0.0073794257 TESS
1354.2618157163 0.9896057248 0.0073810560 TESS
1354.2632046083 0.9901954532 0.0073786597 TESS
1354.2645935004 0.9932965636 0.0073736529 TESS
1354.2659823924 1.0040162802 0.0073873135 TESS
1354.2673712845 1.0027025938 0.0073904134 TESS
1354.2687601767 1.0005965233 0.0073927697 TESS
1354.2701490688 1.0048980713 0.0073963031 TESS
1354.2715379608 0.9989972115 0.0073914691 TESS
1354.2729268529 0.9881363511 0.0073746140 TESS
1354.2743157449 0.9939298630 0.0073808013 TESS
1354.2757046369 0.9989736676 0.0073807160 TESS
1354.2770935290 1.0097138882 0.0073889759 TESS
1354.2784824210 1.0092282295 0.0073926807 TESS
1354.2798713131 1.0030024052 0.0073855659 TESS
1354.2812602051 0.9940491319 0.0073813479 TESS
1354.2826490971 0.9929406047 0.0073859417 TESS
1354.2840379892 0.9889026284 0.0073708501 TESS
1354.2854268812 1.0083781481 0.0073920395 TESS
1354.2868157733 0.9920340180 0.0073852981 TESS
1354.2882046653 1.0015940666 0.0073926435 TESS
1354.2895935573 0.9967333078 0.0073868372 TESS
1354.2909824491 0.9989843965 0.0073853885 TESS
1354.2923713412 0.9960247278 0.0073805940 TESS
1354.2937602332 0.9951971769 0.0073808869 TESS
1354.2951491253 1.0055840015 0.0073846388 TESS
1354.2965380173 0.9877998233 0.0073799179 TESS
1354.2979269094 1.0016667843 0.0073830700 TESS
1354.2993158014 1.0072289705 0.0073936712 TESS
1354.3007046932 0.9912546277 0.0073827896 TESS
1354.3020935852 0.9961740375 0.0073800725 TESS
1354.3034824773 0.9947327375 0.0073870169 TESS
1354.3048713693 0.9978290200 0.0073836660 TESS
1354.3062602614 1.0007348061 0.0073812557 TESS
1354.3076491532 0.9935940504 0.0073771174 TESS
1354.3090380452 1.0096536875 0.0073947841 TESS
1354.3104269373 1.0048563480 0.0073901298 TESS
1354.3118158293 1.0043925047 0.0073901527 TESS
1354.3132047211 0.9980409741 0.0073807924 TESS
1354.3145936131 0.9906107187 0.0073771626 TESS
1354.3159825052 0.9986420870 0.0073804138 TESS
1354.3173713972 0.9737594128 0.0073684775 TESS
1354.3187602890 0.9962079525 0.0073759477 TESS
1354.3201491811 0.9927174449 0.0073725283 TESS
1354.3215380731 0.9880486727 0.0073785232 TESS
1354.3229269649 0.9959051609 0.0073815803 TESS
1354.3243158570 0.9972882867 0.0073843282 TESS
1354.3257047490 0.9914349318 0.0073819142 TESS
1354.3270936408 1.0014778376 0.0073899212 TESS
1354.3284825329 0.9978404045 0.0073883929 TESS
1354.3298714247 1.0069789886 0.0073904353 TESS
1354.3312603167 1.0044097900 0.0073932158 TESS
1354.3326492087 1.0003651381 0.0073894332 TESS
1354.3340381006 0.9998431802 0.0073784292 TESS
1354.3354269926 0.9918653369 0.0073773824 TESS
1354.3368158844 1.0129407644 0.0073963762 TESS
1354.3382047764 1.0049176216 0.0073842267 TESS
1354.3395936682 1.0100607872 0.0073938514 TESS
1354.3409825603 0.9983081818 0.0073873200 TESS
1354.3423714521 0.9895083904 0.0073761363 TESS
1354.3437603441 0.9928474426 0.0073837684 TESS
1354.3451492359 0.9955462813 0.0073771486 TESS
1354.3465381280 0.9992191195 0.0073887091 TESS
1354.3479270198 0.9951125383 0.0073782378 TESS
