    0.474331233002486652E+01    0.135835776843498752E+04    0.257316582373418257E+00    0.882097329091229732E+00    0.123905260460218616E+00    0.421216151785212489E+00    0.449011456021179356E+03   -0.715794304557295329E-04    0.198042750234801339E+02    0.642176569652734761E+05
    0.474205165214651103E+01    0.135836059545117405E+04    0.727367708675113578E+00    0.110627562124143541E+00    0.536334636047161029E-01    0.932664767621495971E+00    0.300543020579492395E+04   -0.877278083726577211E-04    0.124992869301820986E+01    0.642179289688049903E+05
    0.474443929422650168E+01    0.135835317958201699E+04    0.729739349580347252E+00    0.122372299570693954E+00    0.132202218760482215E+00    0.596049422915429575E-01    0.297289409308881250E+04   -0.129139478824950458E-03    0.468646193826035617E+00    0.642183749130376964E+05
    0.474510210918928266E+01    0.135835058598701448E+04    0.493382902512671695E+00    0.103493208751186894E+00    0.964647621541280254E+00    0.289194562429923474E+00    0.389183900024070954E+04   -0.175643690585386360E-03    0.315147237692988336E+01    0.642192074743606936E+05
    0.474173055474201988E+01    0.135836068715650435E+04    0.747143086380871235E+00    0.115659949700122944E+00    0.590298251722898848E+00    0.199123786489194793E+00    0.159184358448552371E+04   -0.729114767932912300E-04    0.326688220031468246E+00    0.642192661500986869E+05
    0.474442597301448554E+01    0.135835290587145073E+04    0.370856927822835414E+00    0.945615427705029099E-01    0.735198633546466862E+00    0.777199635079952156E+00    0.357339512917939328E+04   -0.137545386222515326E-03    0.993735245592453253E+01    0.642196148187702347E+05
    0.474159565941759276E+01    0.135835943818237183E+04    0.541054980824310139E+00    0.108314276876470009E+00    0.655687743461780048E+00    0.622314418693915017E+00    0.370492201674129228E+04   -0.192662556531920503E-03    0.351110142953505622E+00    0.642198599012252234E+05
    0.474224604539062433E+01    0.135835671191252663E+04    0.425374571923398559E+00    0.104575657359086180E+00    0.315043041594079365E+00    0.199310721116264272E+00    0.353253267967432066E+04   -0.138844484023718052E-03    0.326406328024508298E+03    0.642200165749065200E+05
    0.474530322209985922E+01    0.135835219544472034E+04    0.543548424229800431E+00    0.106016291399917917E+00    0.256403483777208896E+00    0.934916574300024505E+00    0.312404225536426065E+04   -0.178401980467342638E-03    0.208063986454701215E+02    0.642200911063164531E+05
    0.474422486961720757E+01    0.135835514739811924E+04    0.342341116727425121E+00    0.101715815632062362E+00    0.839381168692557855E+00    0.518006440776337618E+00    0.279069028510997668E+04   -0.132443708786265701E-03    0.301846987950434453E+01    0.642204054675469815E+05
    0.474290768380464645E+01    0.135835411132553486E+04    0.458510001463377392E+00    0.103402661275407523E+00    0.984013693569018022E+00    0.236486822150017900E+00    0.278831966016679780E+04   -0.363226153930697434E-04    0.387831020194602749E+00    0.642204969496802660E+05
    0.474145815671905435E+01    0.135835674861522875E+04    0.437281126246810703E+00    0.111766604839020289E+00    0.170140280103211972E+00    0.480932910514086154E+00    0.412637048136834255E+04   -0.838047725967273026E-04    0.103805164939028360E+01    0.642206350732042047E+05
    0.474180103318642754E+01    0.135836209997159017E+04    0.601987473936586248E+00    0.108866047397546711E+00    0.382616821136543772E+00    0.350409234201836062E+00    0.303207622925521400E+04   -0.859787829900168402E-04    0.324250877432788798E+02    0.642206628726543568E+05
    0.474156376332873553E+01    0.135835981115133814E+04    0.850751607457594483E+00    0.128808845603774813E+00    0.610297516069436496E+00    0.841954599443462626E+00    0.995076064725833703E+03   -0.141735186034268296E-03    0.596165730337709254E+00    0.642206745577311958E+05
    0.474424552888839290E+01    0.135835082715417934E+04    0.486854209217300438E+00    0.112047463263008129E+00    0.581567241967299919E+00    0.608873734222235667E-02    0.433437411977213742E+04   -0.307747182571641405E-04    0.379341357924178557E+00    0.642207032839848252E+05
    0.474385739173820475E+01    0.135835205664316209E+04    0.582841579499318141E+00    0.105820029235692031E+00    0.505865753723771849E+00    0.602792943983697441E-01    0.317001457166572754E+04   -0.221117593093295156E-03    0.180937866122116320E+00    0.642207639802374033E+05
    0.474163262055892698E+01    0.135835829015090007E+04    0.661414831799184810E+00    0.113882732452537272E+00    0.375380887166009258E+00    0.935472093037636787E+00    0.316815399472247236E+04   -0.536731617962451970E-04    0.460679457573530868E+02    0.642207649380182702E+05
    0.474299885683686995E+01    0.135835891712619014E+04    0.355112499229837342E+00    0.105964343848912082E+00    0.391494284884341959E+00    0.251770360024802312E-01    0.413576058919494517E+04    0.440428801286710844E-04    0.113040914668694214E+03    0.642208640291471384E+05
    0.474183942750998000E+01    0.135835783775430173E+04    0.658857921922647805E+00    0.118953828400881048E+00    0.249995350660565191E+00    0.514096104572656976E+00    0.314077158866826221E+04   -0.208604758424396375E-03    0.364940858631628657E+02    0.642210199416532414E+05
    0.474388946300871694E+01    0.135835503013760217E+04    0.530271773069620811E+00    0.108409613278856537E+00    0.583160402749676732E+00    0.746899418794955139E+00    0.286021221347280925E+04   -0.502412040809906209E-04    0.182085427639386381E+02    0.642211063010022335E+05
    0.474276018944502376E+01    0.135835717277436720E+04    0.522023856941067566E+00    0.119751448492810483E+00    0.533832108990049820E-01    0.456978093249523598E+00    0.532928769719480078E+04   -0.104071214021639549E-03    0.395567865130240226E+00    0.642211567664700560E+05
    0.474427242184926712E+01    0.135835043021986303E+04    0.655112142212123771E+00    0.113742864091449417E+00    0.394648952580726298E+00    0.368551028620190957E+00    0.297198381511413163E+04   -0.561232221671043117E-04    0.313140190169908772E+01    0.642212750651494134E+05
    0.474111207318539218E+01    0.135836042741123788E+04    0.603371085584543110E+00    0.111219466404121503E+00    0.160701151154285654E+00    0.842166840900917979E+00    0.398377108600377687E+04   -0.363406266744504045E-04    0.520726949872663738E+02    0.642213958699900977E+05
    0.474266471286515134E+01    0.135835722685493715E+04    0.495670646016802052E+00    0.985533769342393229E-01    0.467567625728962766E+00    0.934348324678312081E+00    0.290462006182416008E+04   -0.803625068414660416E-04    0.132707271597315235E+01    0.642214849820938543E+05
    0.474369263136188213E+01    0.135835466171874305E+04    0.622924379762068159E+00    0.103499833972041558E+00    0.874395209041968435E+00    0.941744692786236515E+00    0.200927097788913625E+04   -0.710614984387075607E-04    0.125353609935729415E+00    0.642215358091380767E+05
    0.474279009200214929E+01    0.135835358917316375E+04    0.379156790087469830E+00    0.107023662030801381E+00    0.944983815381963299E+00    0.195405783003865741E+00    0.417984287858849984E+04   -0.750268926517604480E-04    0.117909441535018722E+02    0.642215915549610072E+05
